Trial 1, 1.1052699143124078
Trial 2, 1.3892615655603617
Trial 3, 1.7086910122291126
Trial 4, 1.1933749344835518
Trial 5, 1.1377126636313455
Trial 6, 1.1719163628169158
Trial 7, 1.178850136227836
Trial 8, 1.0036924768961857
Trial 9, 1.9190662910037737
Trial 10, 1.3444099952676436
Trial 11, 1.0581644939170354
Trial 12, 1.169801206849081
Trial 13, 1.0442352108759918
Trial 14, 1.151821913064555
Trial 15, 0.9215503954850485
Trial 16, 1.3148478130165067
Trial 17, 1.3350585243215425
Trial 18, 1.1327527715138213
Trial 19, 1.4899724863406745
Trial 20, 1.2479633221048807
Trial 21, 1.519247624605468
Trial 22, 1.151825562094029
Trial 23, 1.606890953373159
Trial 24, 1.0638666849247378
Trial 25, 1.6155170306749385
Trial 26, 1.4654406571541607
Trial 27, 1.2937992090000545
Trial 28, 1.3250076933929513
Trial 29, 0.9461794605864992
Trial 30, 0.9318970846998049
Trial 31, 1.4579185302057887
Trial 32, 1.2702789549547533
Trial 33, 1.3384857624230562
Trial 34, 1.245341673789302
Trial 35, 1.2427957333847823
Trial 36, 2.2445915695684526
Trial 37, 1.4729492925153442
Trial 38, 1.442298038721583
Trial 39, 1.372303230564085
Trial 40, 1.1529784393628069
Trial 41, 1.942520738970426
Trial 42, 1.4515208457619386
Trial 43, 1.071759974053094
Trial 44, 1.3468488730578194
Trial 45, 1.0398632428587165
Trial 46, 1.546707468450082
Trial 47, 1.3621382079640654
Trial 48, 1.3686494558643754
Trial 49, 1.1480358319808
Trial 50, 1.002246841861502
Trial 51, 1.5247083152872356
Trial 52, 1.7645371766251454
Trial 53, 1.4528994925784235
Trial 54, 1.5147856566511642
Trial 55, 1.1897362959924616
Trial 56, 1.2638786630941126
Trial 57, 1.2207571871385674
Trial 58, 1.3792652353953414
Trial 59, 1.0905916674240124
Trial 60, 1.3320207257333179
Trial 61, 0.9945241768573911
Trial 62, 1.0214761697036354
Trial 63, 1.3548968337058656
Trial 64, 1.9499999308825129
Trial 65, 1.3797848377693605
Trial 66, 1.2493297988145626
Trial 67, 1.010041562920655
Trial 68, 1.281332234370746
Trial 69, 1.2553444881880114
Trial 70, 1.2878236819815263
Trial 71, 1.3871982087198156
Trial 72, 1.0644714148383136
Trial 73, 1.6536899241171255
Trial 74, 1.112499514464473
Trial 75, 1.414203215932507
Trial 76, 1.003975638957625
Trial 77, 1.1395004619543583
Trial 78, 0.9388823773611924
Trial 79, 1.3565990604536748
Trial 80, 1.6630156373627618
Trial 81, 1.515824033818446
Trial 82, 1.1572263239802674
Trial 83, 1.330806060743651
Trial 84, 1.239990053417415
Trial 85, 1.583845268893204
Trial 86, 1.4052140527626364
Trial 87, 1.0828439302881336
Trial 88, 1.2331951454821724
Trial 89, 1.355574495318863
Trial 90, 1.4519704188745954
Trial 91, 1.2450941196945955
Trial 92, 1.6594130390213082
Trial 93, 1.4944653264809395
Trial 94, 1.3179756949842962
Trial 95, 1.3047591511996686
Trial 96, 1.5387953911762615
Trial 97, 1.3914838071162707
Trial 98, 1.0958758596066835
Trial 99, 1.4453906072007257
Trial 100, 1.5027722461844957
Trial 101, 1.4466974440309701
Trial 102, 0.91781488232282
Trial 103, 1.3909460887094718
Trial 104, 1.2099012905349575
Trial 105, 1.0155976983337922
Trial 106, 1.241931822583293
Trial 107, 1.591411325545889
Trial 108, 1.4281770186127811
Trial 109, 1.3513822887134233
Trial 110, 1.466362136345021
Trial 111, 1.7482010412798104
Trial 112, 1.5587608360237248
Trial 113, 1.664265349487439
Trial 114, 1.1014440479776624
Trial 115, 1.4004451104184403
Trial 116, 1.791699486792328
Trial 117, 1.8735122989937771
Trial 118, 1.3839766608357256
Trial 119, 1.1866297314776164
Trial 120, 1.5753799849573633
Trial 121, 1.434846417232115
Trial 122, 0.9467895944326112
Trial 123, 1.1567615554198405
Trial 124, 1.4027531093381467
Trial 125, 1.6254659605299517
Trial 126, 1.8985379919886844
Trial 127, 1.2947333845362379
Trial 128, 0.9870464621902338
Trial 129, 1.5816539203136315
Trial 130, 1.5717599168729688
Trial 131, 1.0604330492971166
Trial 132, 1.5345378557084335
Trial 133, 0.9540904465517837
Trial 134, 2.0630994138157455
Trial 135, 1.3172139105627272
Trial 136, 1.4239435224113797
Trial 137, 0.9287761548792479
Trial 138, 1.0598636787386422
Trial 139, 1.39625306339061
Trial 140, 1.469739820187114
Trial 141, 1.239788034777833
Trial 142, 1.1586936540839634
Trial 143, 0.9424491469831884
Trial 144, 1.6290339989715792
Trial 145, 1.5851191326594531
Trial 146, 1.209561632852198
Trial 147, 0.9578344209280052
Trial 148, 1.9600007618454967
Trial 149, 1.3403250342832385
Trial 150, 1.2885784857310008
